id_produto;pais;volumes
162;"Austrália";153
390;"Quênia";153
654;"Austrália";153
764;"Singapura";153
391;"Singapura";153
729;"Japão";153
521;"Japão";153
316;"Japão";153
770;"Alemanha";153
68;"Quênia";153
136;"Singapura";153
479;"Austrália";153
763;"Singapura";153
300;"Singapura";153
867;"Quênia";153
785;"Austrália";152
227;"Japão";152
840;"Austrália";152
84;"Austrália";152
57;"Singapura";152
297;"Japão";152
660;"Japão";152
701;"Singapura";152
878;"Quênia";152
829;"Japão";152
614;"Austrália";152
86;"Singapura";152
818;"Singapura";152
547;"Singapura";152
925;"Quênia";152
749;"Austrália";152
541;"Japão";152
855;"Singapura";152
729;"Quênia";152
558;"Singapura";152
843;"Quênia";152
806;"Japão";152
469;"Japão";152
463;"Quênia";152
31;"Singapura";152
388;"Japão";152
236;"Quênia";152
683;"Austrália";152
769;"Austrália";152
400;"Quênia";152
449;"Alemanha";152
973;"Japão";152
790;"Singapura";152
16;"Quênia";152
608;"Austrália";152
178;"Alemanha";152
448;"Austrália";152
856;"Quênia";152
835;"Singapura";152
271;"Alemanha";152
131;"Japão";151
814;"Japão";151
467;"Quênia";151
917;"Japão";151
342;"Austrália";151
434;"Japão";151
435;"Japão";151
704;"Quênia";151
190;"Quênia";151
662;"Quênia";151
195;"Quênia";151
430;"Japão";151
827;"Austrália";151
473;"Singapura";151
577;"Brasil";151
370;"Austrália";151
275;"Singapura";151
306;"Singapura";151
131;"Quênia";151
998;"Quênia";151
77;"Japão";151
721;"Japão";151
5;"Japão";151
201;"Quênia";151
223;"Quênia";151
298;"Singapura";151
926;"Singapura";151
11;"Japão";151
844;"Singapura";151
445;"Austrália";151
855;"Quênia";151
688;"Alemanha";151
896;"Quênia";151
323;"Quênia";151
633;"Singapura";151
822;"Alemanha";151
893;"Japão";151
183;"Austrália";151
125;"Quênia";151
862;"Singapura";151
551;"Japão";151
271;"Quênia";151
62;"Quênia";151
267;"Singapura";151
541;"Austrália";151
526;"Brasil";151
965;"Austrália";151
134;"Quênia";151
799;"Quênia";151
788;"Austrália";151
309;"Quênia";151
314;"Quênia";151
528;"Quênia";151
25;"Alemanha";151
183;"Nepal";151
964;"Quênia";151
410;"Austrália";151
76;"Japão";151
419;"Austrália";151
661;"Japão";151
693;"Quênia";151
595;"Austrália";150
324;"Austrália";150
445;"África do Sul";150
767;"Japão";150
657;"Singapura";150
353;"Japão";150
990;"Singapura";150
527;"Japão";150
843;"Austrália";150
755;"Singapura";150
889;"Singapura";150
553;"Japão";150
424;"Austrália";150
461;"Quênia";150
59;"Quênia";150
111;"Singapura";150
117;"Japão";150
134;"Singapura";150
646;"Singapura";150
222;"Austrália";150
822;"Singapura";150
859;"Japão";150
639;"Quênia";150
13;"Japão";150
104;"Japão";150
963;"Singapura";150
86;"Austrália";150
124;"Singapura";150
193;"Quênia";150
440;"Austrália";150
491;"Japão";150
110;"Singapura";150
8;"Quênia";150
94;"Austrália";150
170;"Austrália";150
428;"Alemanha";150
809;"Singapura";150
155;"Alemanha";150
915;"Japão";150
744;"Austrália";150
769;"Japão";150
721;"Quênia";150
886;"Singapura";150
249;"Austrália";150
210;"Austrália";150
958;"Quênia";150
562;"Singapura";150
30;"Japão";150
164;"Japão";150
383;"Japão";150
181;"Quênia";150
348;"Austrália";150
765;"Quênia";150
403;"Senegal";150
71;"Singapura";150
665;"Quênia";149
202;"Quênia";149
806;"Quênia";149
363;"Quênia";149
23;"Singapura";149
40;"Singapura";149
533;"Austrália";149
69;"Japão";149
733;"Quênia";149
432;"Japão";149
45;"Austrália";149
714;"Japão";149
89;"Japão";149
759;"Austrália";149
209;"Austrália";149
165;"Japão";149
816;"Japão";149
670;"Austrália";149
196;"Austrália";149
268;"Quênia";149
592;"Austrália";149
829;"Quênia";149
424;"Singapura";149
182;"Japão";149
356;"Japão";149
435;"Austrália";149
453;"Austrália";149
984;"Singapura";149
69;"Austrália";149
87;"Quênia";149
624;"Quênia";149
50;"Japão";149
372;"Austrália";149
499;"Austrália";149
256;"Quênia";149
550;"Japão";149
214;"Singapura";149
254;"Japão";149
10;"Austrália";149
59;"Japão";149
408;"Japão";149
237;"Austrália";149
700;"Japão";149
545;"Singapura";149
921;"Singapura";149
634;"Singapura";149
301;"Quênia";149
816;"Austrália";149
456;"Austrália";149
489;"Austrália";149
765;"Singapura";149
356;"Singapura";149
141;"Austrália";149
613;"Japão";149
320;"Senegal";149
610;"Singapura";149
756;"Japão";149
330;"Austrália";148
554;"Japão";148
292;"Singapura";148
827;"Quênia";148
439;"Quênia";148
199;"Austrália";148
147;"Austrália";148
39;"Singapura";148
113;"Austrália";148
787;"Quênia";148
331;"Singapura";148
567;"Japão";148
298;"Austrália";148
838;"Quênia";148
412;"Singapura";148
971;"Japão";148
685;"Quênia";148
697;"Alemanha";148
299;"Japão";148
503;"Alemanha";148
944;"Quênia";148
14;"Japão";148
239;"Japão";148
49;"Japão";148
468;"Singapura";148
244;"Austrália";148
455;"Austrália";148
689;"Austrália";148
895;"Austrália";148
920;"Singapura";148
42;"Japão";148
76;"África do Sul";148
96;"Japão";148
396;"Singapura";148
95;"Quênia";148
250;"Japão";148
280;"Singapura";148
438;"Singapura";148
237;"Singapura";148
556;"Singapura";148
574;"Indonésia";148
673;"Japão";148
434;"Quênia";148
574;"Singapura";148
55;"Singapura";148
602;"Japão";148
8;"Japão";148
782;"Japão";148
463;"Austrália";148
828;"Austrália";148
876;"Austrália";148
623;"Austrália";148
215;"Japão";148
290;"Singapura";148
297;"Alemanha";147
944;"Singapura";147
289;"Alemanha";147
772;"Brasil";147
857;"Japão";147
828;"Japão";147
419;"Japão";147
116;"Japão";147
345;"Quênia";147
651;"Singapura";147
100;"Alemanha";147
170;"Japão";147
430;"Singapura";147
14;"Quênia";147
629;"Singapura";147
478;"Japão";147
622;"Singapura";147
653;"Singapura";147
745;"Indonésia";147
888;"Japão";147
944;"Austrália";147
645;"Austrália";147
913;"Singapura";147
413;"Japão";147
926;"Quênia";147
652;"Quênia";147
952;"Quênia";147
518;"Quênia";147
208;"Singapura";147
598;"Singapura";147
949;"Japão";147
983;"Alemanha";147
497;"Quênia";147
930;"Singapura";147
853;"Austrália";147
533;"Quênia";147
346;"Quênia";147
158;"Austrália";147
340;"Canadá";147
685;"Singapura";147
522;"Austrália";147
715;"Austrália";147
342;"Singapura";147
606;"Alemanha";147
528;"Singapura";147
768;"Japão";147
107;"Quênia";147
220;"Nepal";147
681;"Austrália";147
103;"Nepal";147
173;"Austrália";147
168;"Quênia";147
103;"Quênia";147
385;"Austrália";147
492;"Austrália";147
834;"Singapura";147
441;"Quênia";147
578;"Austrália";147
676;"Singapura";146
861;"Austrália";146
488;"Japão";146
207;"Japão";146
367;"Argentina";146
637;"Singapura";146
80;"Quênia";146
514;"Japão";146
561;"Japão";146
909;"Japão";146
233;"Singapura";146
565;"Japão";146
967;"Singapura";146
806;"Singapura";146
1;"Singapura";146
459;"Austrália";146
722;"Austrália";146
343;"Singapura";146
88;"Singapura";146
824;"Singapura";146
352;"Austrália";146
334;"Quênia";146
494;"Japão";146
619;"Quênia";146
73;"Japão";146
838;"Singapura";146
724;"Austrália";146
256;"Singapura";146
659;"Austrália";146
65;"Japão";146
976;"Argentina";146
796;"Austrália";146
480;"Singapura";146
648;"Alemanha";146
864;"Japão";146
87;"Senegal";146
412;"Japão";146
526;"Austrália";146
409;"Nepal";146
54;"Quênia";146
856;"Japão";146
350;"Singapura";146
17;"Japão";146
44;"Singapura";146
865;"Singapura";146
390;"Austrália";146
126;"Quênia";146
142;"Singapura";146
426;"Quênia";146
375;"Singapura";146
697;"Japão";146
555;"Japão";146
373;"Japão";146
435;"Canadá";145
853;"Singapura";145
398;"Quênia";145
381;"Singapura";145
251;"Austrália";145
898;"Singapura";145
872;"Austrália";145
278;"Japão";145
591;"Quênia";145
333;"Singapura";145
757;"Brasil";145
868;"Austrália";145
882;"Japão";145
85;"Quênia";145
78;"Singapura";145
325;"Singapura";145
961;"Austrália";145
484;"Quênia";145
82;"Quênia";145
930;"Quênia";145
620;"Singapura";145
969;"Quênia";145
912;"Quênia";145
763;"Austrália";145
929;"Austrália";145
544;"Singapura";145
14;"Austrália";145
483;"Austrália";145
128;"Singapura";145
137;"Austrália";145
477;"Japão";145
802;"Austrália";145
381;"Japão";145
380;"Japão";145
643;"Singapura";145
838;"Japão";145
98;"Quênia";145
776;"Quênia";145
116;"Quênia";145
623;"Singapura";145
229;"Quênia";145
898;"Quênia";145
953;"Austrália";145
407;"Japão";145
915;"Quênia";145
855;"Japão";145
787;"Singapura";145
216;"Quênia";145
122;"Japão";145
622;"Austrália";145
884;"Quênia";145
106;"Singapura";145
251;"Singapura";145
774;"Singapura";145
322;"Singapura";145
317;"Quênia";145
212;"Quênia";145
583;"Japão";145
415;"Austrália";145
798;"Indonésia";145
210;"Japão";145
484;"Japão";144
649;"Singapura";144
194;"Austrália";144
153;"Austrália";144
548;"Quênia";144
58;"Japão";144
907;"Singapura";144
720;"Singapura";144
991;"Austrália";144
894;"Quênia";144
440;"Nepal";144
450;"Japão";144
732;"Singapura";144
229;"Japão";144
694;"Quênia";144
580;"Japão";144
47;"Japão";144
145;"Austrália";144
422;"Nepal";144
195;"Japão";144
246;"Singapura";144
302;"Austrália";144
625;"Quênia";144
177;"Austrália";144
454;"Austrália";144
169;"Austrália";144
30;"Quênia";144
849;"Singapura";144
335;"Singapura";144
290;"Japão";144
608;"Japão";144
849;"Japão";144
160;"Quênia";144
673;"Austrália";144
90;"Singapura";144
155;"Quênia";144
295;"Singapura";144
449;"Austrália";144
834;"Japão";144
670;"Japão";144
217;"Quênia";144
826;"Austrália";144
781;"Quênia";144
465;"Austrália";144
975;"Quênia";144
981;"Quênia";144
937;"Singapura";144
257;"Japão";144
95;"Senegal";144
816;"Quênia";144
285;"Japão";144
126;"Austrália";144
710;"Quênia";144
192;"Japão";144
157;"Singapura";144
673;"Quênia";144
991;"Japão";144
709;"África do Sul";144
148;"Japão";144
384;"Austrália";144
792;"Quênia";144
515;"Japão";144
405;"Quênia";143
841;"Quênia";143
578;"Singapura";143
857;"Singapura";143
850;"Austrália";143
135;"Quênia";143
958;"Austrália";143
245;"Nepal";143
412;"Quênia";143
448;"Singapura";143
839;"Austrália";143
120;"Austrália";143
653;"Japão";143
17;"Quênia";143
176;"Singapura";143
527;"Quênia";143
965;"Japão";143
205;"Japão";143
67;"Singapura";143
604;"Quênia";143
639;"Japão";143
764;"Austrália";143
992;"Quênia";143
928;"Japão";143
873;"Japão";143
276;"Quênia";143
433;"Austrália";143
303;"Singapura";143
785;"Japão";143
477;"Quênia";143
373;"Austrália";143
885;"Quênia";143
499;"Singapura";143
288;"Japão";143
55;"Austrália";143
30;"Singapura";143
264;"Quênia";143
219;"Japão";143
144;"Singapura";143
233;"Japão";143
21;"Austrália";143
768;"Quênia";143
252;"Japão";143
296;"Singapura";143
325;"Austrália";143
311;"Japão";143
375;"Austrália";143
704;"Singapura";143
200;"Singapura";143
826;"Japão";143
122;"Quênia";143
621;"Quênia";143
455;"Quênia";142
439;"Austrália";142
109;"Singapura";142
939;"Singapura";142
532;"Quênia";142
812;"Singapura";142
152;"Quênia";142
474;"Singapura";142
672;"Japão";142
52;"Singapura";142
294;"Quênia";142
900;"Quênia";142
261;"Singapura";142
567;"Austrália";142
635;"República Democrática do Congo";142
261;"Austrália";142
782;"Nepal";142
400;"Argentina";142
973;"Quênia";142
564;"Japão";142
679;"Japão";142
774;"Austrália";142
767;"Austrália";142
889;"Japão";142
205;"Singapura";142
454;"Quênia";142
218;"Japão";142
896;"Singapura";142
771;"Quênia";142
860;"Japão";142
281;"Austrália";142
559;"Japão";142
268;"Japão";142
472;"Singapura";142
145;"Singapura";142
929;"Singapura";142
678;"Singapura";142
189;"Quênia";142
766;"Singapura";142
583;"Quênia";142
989;"Alemanha";142
313;"Japão";142
932;"Austrália";142
354;"Japão";142
709;"Austrália";142
26;"Alemanha";142
861;"Singapura";142
518;"Singapura";142
662;"Singapura";142
711;"Austrália";142
603;"Singapura";142
437;"Austrália";142
46;"Austrália";142
70;"Japão";142
253;"Singapura";142
312;"Japão";142
513;"Austrália";142
367;"Canadá";142
677;"Japão";142
204;"Quênia";142
316;"Quênia";142
669;"Austrália";142
190;"Japão";142
934;"Singapura";142
192;"Quênia";142
748;"Singapura";142
258;"Austrália";142
567;"Quênia";142
66;"Quênia";141
56;"Singapura";141
190;"Nepal";141
616;"Austrália";141
54;"Japão";141
656;"Austrália";141
307;"Singapura";141
848;"Japão";141
333;"Quênia";141
83;"Japão";141
680;"Quênia";141
799;"Austrália";141
5;"Austrália";141
130;"Singapura";141
218;"Argentina";141
220;"Austrália";141
125;"Japão";141
937;"Quênia";141
512;"Quênia";141
496;"Austrália";141
671;"Singapura";141
262;"Singapura";141
149;"Singapura";141
662;"Japão";141
950;"África do Sul";141
822;"Japão";141
393;"Singapura";141
461;"Austrália";141
492;"Japão";141
982;"Austrália";141
997;"Japão";141
241;"Austrália";141
176;"Japão";141
152;"Malásia";141
517;"Austrália";141
118;"Singapura";141
121;"Quênia";141
568;"África do Sul";141
5;"Singapura";141
274;"Austrália";141
768;"Austrália";141
454;"Singapura";141
514;"Nepal";141
524;"Quênia";141
506;"Indonésia";141
128;"Austrália";141
539;"Japão";140
515;"Austrália";140
391;"Japão";140
364;"Quênia";140
167;"Malásia";140
437;"Singapura";140
686;"Japão";140
186;"Quênia";140
9;"Austrália";140
239;"Quênia";140
501;"Austrália";140
532;"Austrália";140
147;"Japão";140
535;"Singapura";140
455;"Nepal";140
43;"Japão";140
326;"Austrália";140
388;"Quênia";140
430;"Quênia";140
53;"Singapura";140
248;"Singapura";140
709;"Singapura";140
733;"Austrália";140
590;"Brasil";140
431;"Japão";140
815;"Japão";140
821;"Malásia";140
995;"Austrália";140
778;"Japão";140
31;"Austrália";140
243;"Quênia";140
417;"Japão";140
344;"Singapura";140
127;"Austrália";140
557;"Alemanha";140
114;"Quênia";140
698;"Singapura";140
510;"Singapura";140
663;"Singapura";140
332;"Austrália";140
444;"Singapura";140
651;"Quênia";140
344;"Austrália";140
37;"Singapura";140
72;"Quênia";140
755;"Austrália";140
43;"Singapura";140
100;"Japão";140
812;"Austrália";140
914;"Austrália";140
515;"Quênia";140
805;"Austrália";140
803;"Quênia";140
731;"Quênia";140
910;"Singapura";140
63;"Quênia";140
243;"Singapura";140
904;"Singapura";139
734;"Singapura";139
733;"Japão";139
419;"Quênia";139
125;"Austrália";139
528;"Austrália";139
961;"Quênia";139
742;"Japão";139
554;"Singapura";139
713;"Austrália";139
959;"Senegal";139
891;"República Democrática do Congo";139
924;"Austrália";139
609;"Quênia";139
310;"Singapura";139
279;"Malásia";139
746;"Japão";139
477;"Austrália";139
637;"Quênia";139
878;"Austrália";139
922;"Quênia";139
165;"Austrália";139
590;"Austrália";139
705;"Quênia";139
225;"Singapura";139
266;"Singapura";139
992;"Japão";139
648;"Quênia";139
577;"Japão";139
583;"Austrália";139
874;"Austrália";139
583;"Singapura";139
39;"Quênia";139
480;"Japão";139
893;"Quênia";139
246;"Quênia";139
718;"Japão";139
902;"Quênia";139
272;"Japão";139
423;"Austrália";139
321;"Singapura";139
224;"Quênia";139
326;"Japão";139
316;"Singapura";139
755;"Japão";139
866;"Quênia";139
40;"Austrália";139
434;"Singapura";139
617;"Austrália";139
626;"Japão";139
948;"Singapura";138
956;"Singapura";138
706;"Singapura";138
908;"Japão";138
184;"Singapura";138
941;"Austrália";138
884;"Singapura";138
629;"Malásia";138
509;"Singapura";138
306;"Argentina";138
932;"Singapura";138
809;"Austrália";138
694;"Austrália";138
789;"Japão";138
96;"Austrália";138
513;"Japão";138
177;"Quênia";138
119;"Austrália";138
126;"Japão";138
778;"Quênia";138
995;"Japão";138
417;"Quênia";138
357;"Austrália";138
247;"Japão";138
131;"Austrália";138
851;"Japão";138
828;"Argentina";138
493;"Japão";138
38;"Quênia";138
632;"Japão";138
843;"Japão";138
719;"Quênia";138
697;"Austrália";138
549;"Austrália";138
133;"Quênia";138
101;"Japão";138
87;"Alemanha";138
773;"Singapura";138
49;"Singapura";138
691;"Japão";138
954;"Quênia";138
420;"Austrália";138
768;"Singapura";138
970;"Singapura";138
169;"Quênia";138
547;"Quênia";138
313;"Brasil";138
598;"Quênia";138
470;"Quênia";138
675;"Senegal";137
390;"Singapura";137
835;"Japão";137
15;"Singapura";137
220;"Quênia";137
681;"Singapura";137
68;"Singapura";137
144;"Quênia";137
778;"Austrália";137
377;"Quênia";137
677;"África do Sul";137
88;"Austrália";137
61;"Indonésia";137
250;"Austrália";137
618;"Singapura";137
175;"Quênia";137
41;"Quênia";137
468;"Senegal";137
512;"Japão";137
756;"Canadá";137
644;"Austrália";137
666;"Singapura";137
230;"Austrália";137
530;"Japão";137
974;"Quênia";137
569;"Argentina";137
365;"Japão";137
113;"Japão";137
158;"Japão";137
208;"Japão";137
340;"Japão";137
188;"Austrália";137
376;"Alemanha";137
836;"Singapura";137
326;"República Democrática do Congo";137
585;"Austrália";137
594;"Quênia";137
106;"República Democrática do Congo";137
228;"Austrália";137
624;"Alemanha";137
620;"Alemanha";137
907;"Quênia";137
993;"Austrália";137
913;"Japão";137
817;"Japão";137
416;"Austrália";137
291;"Austrália";137
943;"Quênia";137
129;"Brasil";137
789;"Malásia";137
334;"Singapura";137
389;"Austrália";137
24;"África do Sul";137
906;"Austrália";137
283;"Quênia";137
194;"Quênia";137
166;"Quênia";136
437;"Argentina";136
847;"Austrália";136
566;"Austrália";136
254;"Nepal";136
354;"Quênia";136
929;"Quênia";136
641;"Quênia";136
454;"Japão";136
129;"Austrália";136
928;"Singapura";136
486;"Alemanha";136
546;"Austrália";136
203;"Singapura";136
650;"Japão";136
656;"Singapura";136
505;"Quênia";136
442;"Quênia";136
761;"Alemanha";136
661;"Quênia";136
510;"Malásia";136
860;"Austrália";136
446;"Austrália";136
349;"Japão";136
740;"Austrália";136
1;"Japão";136
606;"Austrália";136
986;"Quênia";136
615;"Quênia";136
255;"Singapura";136
832;"Japão";136
233;"Austrália";136
84;"Quênia";136
348;"Singapura";136
994;"Japão";136
870;"Austrália";136
91;"Austrália";136
391;"Austrália";136
516;"Quênia";136
640;"Japão";136
598;"Japão";136
465;"Alemanha";136
607;"Singapura";136
825;"Quênia";136
525;"Singapura";136
502;"Japão";136
816;"República Democrática do Congo";136
458;"Singapura";136
357;"Japão";136
47;"Austrália";136
589;"Austrália";136
261;"Quênia";136
410;"Japão";136
694;"Singapura";136
388;"Singapura";136
180;"Austrália";136
781;"Nepal";136
740;"Japão";136
983;"Japão";136
96;"Malásia";136
988;"Austrália";136
271;"Singapura";136
606;"Singapura";136
920;"Austrália";136
676;"Quênia";136
352;"Quênia";135
590;"Quênia";135
99;"Austrália";135
71;"Quênia";135
413;"Singapura";135
81;"Japão";135
655;"Singapura";135
730;"Quênia";135
979;"Austrália";135
230;"Argentina";135
859;"Singapura";135
789;"Singapura";135
107;"Singapura";135
411;"Japão";135
446;"Singapura";135
16;"Singapura";135
605;"Singapura";135
760;"Brasil";135
793;"Austrália";135
782;"Austrália";135
188;"Quênia";135
271;"Austrália";135
828;"Singapura";135
780;"Nepal";135
423;"Japão";135
751;"Malásia";135
310;"Japão";135
57;"Austrália";135
416;"Quênia";135
80;"Austrália";135
335;"Japão";135
562;"Japão";135
67;"Quênia";135
201;"Japão";135
103;"Austrália";135
699;"Canadá";135
936;"Austrália";135
923;"Japão";135
356;"Brasil";135
730;"Malásia";135
552;"Singapura";135
376;"Singapura";135
483;"Quênia";135
811;"Austrália";135
984;"Quênia";135
902;"Singapura";135
148;"Quênia";135
431;"Senegal";135
651;"Japão";135
233;"Canadá";135
282;"Austrália";135
514;"Quênia";134
725;"Singapura";134
853;"Japão";134
386;"Austrália";134
378;"Quênia";134
186;"Austrália";134
973;"Austrália";134
297;"Brasil";134
65;"Singapura";134
93;"Japão";134
567;"Singapura";134
741;"Indonésia";134
848;"Singapura";134
548;"Austrália";134
329;"Quênia";134
337;"Indonésia";134
282;"Singapura";134
739;"Alemanha";134
17;"Nepal";134
598;"Austrália";134
341;"Quênia";134
420;"Singapura";134
852;"Indonésia";134
73;"Austrália";134
27;"Austrália";134
796;"Japão";134
616;"Senegal";134
147;"Quênia";134
647;"Austrália";134
376;"Austrália";134
962;"Argentina";134
732;"Austrália";134
132;"Singapura";134
160;"Japão";134
436;"Japão";134
366;"Singapura";134
746;"Quênia";134
737;"Singapura";134
208;"Austrália";134
373;"Nepal";134
505;"Singapura";134
727;"Quênia";134
178;"Singapura";134
465;"Singapura";134
248;"Austrália";134
801;"Quênia";134
507;"Japão";134
202;"Japão";134
621;"Austrália";134
476;"Quênia";134
668;"Japão";134
535;"Canadá";134
303;"Japão";133
780;"África do Sul";133
152;"Austrália";133
97;"Japão";133
134;"Austrália";133
713;"Singapura";133
908;"Austrália";133
823;"Nepal";133
153;"República Democrática do Congo";133
471;"Austrália";133
821;"Indonésia";133
46;"Singapura";133
965;"Singapura";133
238;"Japão";133
53;"Quênia";133
950;"Quênia";133
439;"África do Sul";133
629;"Quênia";133
73;"Quênia";133
945;"Quênia";133
533;"Singapura";133
949;"Quênia";133
656;"Quênia";133
651;"Austrália";133
286;"Austrália";133
2;"Singapura";133
458;"Quênia";133
690;"Quênia";133
561;"Singapura";133
883;"Quênia";133
838;"Alemanha";133
778;"Singapura";133
74;"Japão";133
610;"Japão";133
797;"Brasil";133
280;"Japão";133
630;"Japão";133
552;"Quênia";133
947;"Quênia";133
977;"Singapura";133
563;"Singapura";133
910;"Quênia";133
684;"Quênia";133
830;"Singapura";133
657;"Quênia";133
753;"Quênia";133
828;"Quênia";133
700;"Senegal";133
452;"Austrália";133
773;"Argentina";133
358;"Japão";133
875;"Austrália";133
93;"Quênia";133
895;"Japão";133
156;"Quênia";133
823;"Singapura";133
636;"Austrália";132
631;"Singapura";132
402;"Austrália";132
435;"Nepal";132
760;"Japão";132
990;"África do Sul";132
377;"Austrália";132
353;"Austrália";132
111;"Austrália";132
638;"Austrália";132
953;"Singapura";132
944;"Japão";132
932;"Quênia";132
410;"Singapura";132
672;"Quênia";132
279;"Japão";132
705;"Singapura";132
256;"Alemanha";132
88;"República Democrática do Congo";132
707;"Austrália";132
578;"Japão";132
526;"Singapura";132
970;"Japão";132
597;"Singapura";132
183;"Japão";132
23;"Brasil";132
813;"Senegal";132
402;"Singapura";132
108;"Austrália";132
97;"Austrália";132
65;"Quênia";132
231;"Indonésia";132
61;"Quênia";132
597;"Argentina";132
476;"Singapura";132
827;"Singapura";132
355;"Japão";132
807;"Austrália";132
850;"Quênia";132
792;"Singapura";132
538;"Singapura";132
625;"Malásia";132
952;"República Democrática do Congo";132
522;"Singapura";132
328;"Japão";132
668;"Singapura";132
791;"Japão";132
26;"Japão";132
139;"Quênia";132
67;"Austrália";132
48;"África do Sul";132
28;"Singapura";132
120;"Japão";132
658;"Quênia";132
967;"Quênia";132
193;"Japão";131
926;"Japão";131
903;"Singapura";131
336;"Singapura";131
317;"Canadá";131
307;"Quênia";131
641;"Singapura";131
969;"Japão";131
400;"Malásia";131
738;"Austrália";131
511;"Singapura";131
520;"Singapura";131
351;"Austrália";131
98;"Japão";131
48;"Austrália";131
192;"Malásia";131
903;"Japão";131
403;"Austrália";131
866;"República Democrática do Congo";131
44;"Japão";131
385;"Quênia";131
231;"Japão";131
242;"Senegal";131
977;"Austrália";131
169;"Singapura";131
502;"Quênia";131
998;"Argentina";131
710;"Singapura";131
447;"Japão";131
792;"Austrália";131
492;"Singapura";131
920;"Quênia";131
23;"Indonésia";131
602;"Quênia";131
501;"Singapura";131
39;"Austrália";131
78;"Japão";131
469;"Singapura";131
622;"África do Sul";131
682;"Austrália";131
786;"Japão";131
675;"Japão";131
840;"Quênia";131
883;"Singapura";131
546;"Singapura";131
647;"Singapura";131
367;"Singapura";131
341;"Singapura";131
504;"Singapura";131
94;"Japão";131
296;"Japão";131
622;"Japão";131
712;"Quênia";131
823;"Austrália";131
268;"Austrália";131
47;"Singapura";130
369;"Alemanha";130
554;"Quênia";130
253;"Austrália";130
785;"Singapura";130
77;"Quênia";130
945;"Japão";130
773;"Austrália";130
609;"Japão";130
381;"Austrália";130
489;"Singapura";130
634;"Quênia";130
947;"Japão";130
996;"Japão";130
143;"Singapura";130
172;"Austrália";130
686;"Quênia";130
775;"Quênia";130
797;"Austrália";130
112;"Austrália";130
571;"Singapura";130
489;"Brasil";130
516;"Japão";130
688;"Japão";130
368;"Austrália";130
912;"Indonésia";130
612;"Quênia";130
638;"Quênia";130
593;"Japão";130
504;"Austrália";130
751;"Austrália";130
891;"Singapura";130
784;"Quênia";130
839;"Singapura";130
231;"Singapura";130
985;"Austrália";130
962;"Japão";130
343;"Japão";130
56;"Japão";130
825;"Austrália";130
725;"Japão";130
655;"Quênia";130
416;"Japão";130
439;"Japão";130
7;"Japão";130
494;"Nepal";130
339;"Japão";130
319;"Austrália";130
33;"Japão";130
435;"Quênia";130
342;"Japão";130
897;"Japão";130
537;"Japão";130
48;"Argentina";130
367;"Quênia";129
1000;"Japão";129
869;"Quênia";129
454;"Brasil";129
50;"Singapura";129
940;"Brasil";129
35;"Austrália";129
833;"Quênia";129
832;"Singapura";129
212;"Singapura";129
398;"Japão";129
574;"Japão";129
587;"Japão";129
240;"Austrália";129
196;"Quênia";129
963;"Austrália";129
961;"Singapura";129
802;"República Democrática do Congo";129
514;"Singapura";129
824;"Nepal";129
881;"Singapura";129
58;"Quênia";129
249;"Quênia";129
366;"Quênia";129
680;"Austrália";129
624;"Japão";129
226;"Quênia";129
35;"Japão";129
698;"Quênia";129
715;"Japão";129
201;"Singapura";129
675;"Quênia";129
432;"República Democrática do Congo";129
252;"Quênia";129
593;"Austrália";129
446;"Quênia";129
38;"Austrália";129
915;"Singapura";129
283;"Austrália";129
252;"Austrália";129
994;"Austrália";129
387;"Singapura";129
88;"Japão";129
835;"Quênia";129
114;"Nepal";129
501;"Japão";129
172;"Singapura";128
764;"Quênia";128
323;"Austrália";128
316;"Malásia";128
453;"Japão";128
513;"Singapura";128
93;"Austrália";128
893;"Singapura";128
154;"Quênia";128
864;"Quênia";128
133;"Japão";128
83;"Austrália";128
621;"Singapura";128
330;"Singapura";128
978;"Singapura";128
245;"Singapura";128
869;"África do Sul";128
632;"Quênia";128
536;"Quênia";128
533;"Japão";128
957;"Austrália";128
687;"Austrália";128
232;"Quênia";128
89;"Austrália";128
34;"Japão";128
286;"Singapura";128
503;"Austrália";128
808;"Japão";128
109;"Austrália";128
866;"Japão";128
707;"Japão";128
383;"Austrália";128
160;"República Democrática do Congo";128
935;"Quênia";128
309;"Japão";128
153;"Quênia";128
95;"República Democrática do Congo";128
50;"Argentina";128
653;"Austrália";128
412;"Austrália";128
737;"Japão";128
400;"Austrália";128
950;"Japão";128
38;"Nepal";128
445;"Japão";128
726;"África do Sul";128
45;"Quênia";128
126;"Canadá";128
176;"República Democrática do Congo";128
149;"Austrália";128
766;"Indonésia";128
36;"Singapura";128
377;"Brasil";128
437;"Japão";128
449;"Singapura";128
669;"Argentina";128
474;"Quênia";128
463;"Japão";128
517;"Nepal";128
579;"Quênia";128
568;"Austrália";128
540;"Austrália";128
402;"Quênia";128
790;"Quênia";128
694;"África do Sul";128
901;"Indonésia";128
143;"Austrália";128
759;"Singapura";128
607;"Japão";128
104;"Singapura";128
275;"Quênia";128
739;"Austrália";128
8;"Austrália";127
810;"Japão";127
233;"Quênia";127
197;"África do Sul";127
273;"Singapura";127
173;"Quênia";127
719;"Singapura";127
571;"Nepal";127
469;"Austrália";127
66;"Austrália";127
252;"Argentina";127
793;"Singapura";127
772;"Singapura";127
28;"Quênia";127
131;"República Democrática do Congo";127
537;"Austrália";127
